active_period,mint_count,burn_count,swap_count,mint_mean_period,burn_mean_period,swap_mean_period,token_burn_ratio,swapIn,swapOut,lp_avg,lp_std,creator_holding_ratio,lp_lock_ratio,is_MEV,is_rugpull
47448,1,1,20,0,47448,840,0.0,16,4,8.333333333333334,82.50109251801862,87.29,0.0,True,True
396,1,1,26,0,396,87,0.0,25,1,4.3478260869565215,59.02236517884002,62.0,0.0,True,True
156,1,1,0,0,156,0,0.0,0,0,100.0,0.0,100.0,0.0,True,True
720,1,1,18,0,720,296,0.0,12,6,9.090909090909092,53.31745356396397,59.81,0.0,True,True
300,1,1,15,0,300,123,0.0,10,5,9.090909090909092,61.36103723788485,67.27,0.0,True,True
43560,1,1,41,0,43560,1399,0.0,35,6,3.571428571428572,63.49699959165675,65.17,0.0,True,True
27312,1,0,70,0,0,5265,0.0,56,14,100.0,0.0,0.0,0.0,True,True
664320,1,2,32,0,486558,28323,0.0,32,0,3.125,34.80011781589251,32.91,0.0,True,True
1536,1,1,6,0,1536,318,0.0,6,0,12.5,81.5101472210669,88.39,0.0,True,True
117000,1,0,53,0,0,3133,0.0,41,12,50.0,43.92547324730833,0.0,0.0,True,True
768,1,1,41,0,768,340,0.0,23,18,6.666666666666667,62.199082522708224,66.28,0.0,True,True
768,1,1,7,0,768,284,0.0,5,2,25.0,79.78104662136239,94.09,0.0,True,True
160992,1,0,139,0,0,27453,0.0,63,76,11.11111111111111,90.98786341534176,0.0,0.0,True,False
54228,1,1,9,0,54228,6608,0.0,9,0,10.0,33.418071458419014,17.16,0.0,True,True
3345864,1,0,61,0,0,57452,0.0,55,6,50.0,70.35712472806148,0.0,0.0,True,True
2580,1,1,0,0,2580,0,0.0,0,0,50.0,8.598418459228416,43.92,0.0,True,True
792,1,1,213,0,792,195,0.0,171,42,1.0,39.9496983718276,40.44,0.0,True,True
943380,1,2,25,0,88506,38915,0.0,25,0,4.166666666666667,54.27999140260311,55.18,0.0,True,True
1188,1,1,18,0,1188,278,0.0,13,5,10.0,68.36897249483863,74.65,0.0,True,True
1260,1,1,32,0,1260,733,0.0,30,2,3.225806451612903,59.03917799825533,60.51,0.0,True,True
125952,1,0,291,0,0,13509,0.0,233,58,100.0,0.0,0.0,0.0,True,True
38364,1,1,36,0,38364,2037,0.0,32,4,3.225806451612903,33.016767294522424,33.77,0.0,True,True
168,1,1,2,0,168,24,0.0,1,1,50.0,10.069200564096434,57.12,0.0,True,True
30960,1,1,56,0,30960,2623,0.0,45,11,4.166666666666667,63.65213795833307,65.97,0.0,True,True
4536,1,1,46,0,4536,1097,0.0,18,28,8.333333333333334,63.95597887088691,69.24,0.0,True,True
53688,1,1,75,0,53688,2152,0.0,67,8,1.5625,28.25549946470598,28.17,0.0,True,True
31068,1,1,43,0,31068,2301,0.0,34,9,4.761904761904762,67.30725362452542,70.18,0.0,True,True
84,1,1,4,0,84,21,0.0,3,1,25.0,50.25146167028378,60.69,0.0,True,True
1237380,1,1,30,0,33900,43170,0.0,25,5,5.555555555555555,68.17899872150271,71.59,0.0,True,True
1932,1,0,3,0,0,1064,0.0,3,0,25.0,85.12745150654987,0.0,0.0,True,False
5916,1,1,29,0,5916,1387,0.0,23,6,9.090909090909092,46.09852373893432,18.27,0.0,True,True
432,1,0,1,0,0,432,0.0,1,0,50.0,69.65001794687493,0.0,0.0,True,False
516,1,1,74,0,516,197,0.0,48,26,2.857142857142857,57.17064556471017,58.96,0.0,True,True
852,1,1,9,0,852,449,0.0,9,0,8.333333333333334,77.44322608638322,82.02,0.0,True,True
4224,1,1,100,0,4224,2041,0.0,93,7,2.5,34.69731978121653,21.9,0.0,True,True
384,1,1,64,0,384,83,0.0,40,24,2.5641025641025643,39.617174856238094,37.55,0.0,True,True
1608,1,1,4,0,552,642,0.0,3,1,25.0,58.83114566282048,23.76,0.0,True,True
3553872,1,0,1058,0,0,37683,0.0,582,476,1.2820512820512822,59.42223787309052,0.0,0.0,True,False
876,1,0,1,0,0,876,0.0,1,0,50.0,70.66825171178355,99.97,0.0,True,False
53184,1,1,28,0,53184,14118,0.0,22,6,5.2631578947368425,31.304951853122464,32.11,0.0,True,True
7200,1,1,26,0,7200,1047,0.0,22,4,6.666666666666667,60.63926808045536,63.87,0.0,True,True
77424,1,0,99,0,0,2044,0.0,55,44,100.0,0.0,0.0,0.0,True,True
6348,1,1,35,0,6348,1618,0.0,27,8,5.882352941176471,69.83538850923144,73.5,0.0,True,True
1536,1,1,59,0,1536,788,0.0,45,14,2.5,65.85815211498114,66.61,0.0,True,True
5844,1,0,260,0,0,1470,0.0,202,58,100.0,0.0,0.0,0.0,True,True
3576,1,1,52,0,3576,1084,0.0,50,2,2.0,24.43007777310585,25.17,0.0,True,True
20808,1,1,35,0,20808,1039,0.0,35,0,11.11111111111111,44.98388019922,44.91,0.0,True,True
96,1,1,14,0,96,18,0.0,10,4,12.5,63.35186500806429,68.15,0.0,True,True
396,1,1,0,0,396,0,0.0,0,0,50.0,29.74091121670619,71.03,0.0,True,True
80724,1,1,38,0,8076,3846,0.0,30,8,6.666666666666667,38.24076097569189,20.5,0.0,True,True
2507868,1,0,1386,0,0,30708,1.48,781,605,1.0,60.89648429917774,0.0,1.48,True,False
384,1,1,1,0,384,312,0.0,1,0,33.333333333333336,52.978881327059625,74.26,0.0,True,True
480,1,0,5,0,0,146,0.0,4,1,100.0,0.0,0.0,0.0,True,True
204,1,1,0,0,204,0,0.0,0,0,50.0,13.138043994446052,59.29,0.0,True,True
240,1,1,83,0,240,43,0.0,49,34,3.0303030303030303,48.077572765586886,40.69,0.0,True,True
1320,1,1,53,0,1320,43,0.0,41,12,2.702702702702702,49.193838330930525,45.61,0.0,True,True
3676584,2,0,15224,395052,0,1119610,0.0,8789,6435,1.0,11.632828546832446,0.0,0.0,True,False
3395004,1,0,423,0,0,85740,0.0,212,211,3.225806451612903,83.9005409456205,0.0,0.0,True,False
108,1,1,0,0,108,0,0.0,0,0,50.0,42.42640687119285,80.0,0.0,True,True
2172,1,1,78,0,2172,70,0.0,60,18,1.8867924528301887,43.68714093436268,39.9,0.0,True,True
1080,1,1,16,0,1080,248,0.0,10,6,16.666666666666668,60.166436656993405,66.47,0.0,True,True
612,1,1,4,0,612,306,16.0,3,1,20.0,50.58465478779112,63.01,16.0,True,True
3418608,1,0,226,0,0,28661,0.0,109,117,3.8461538461538463,85.48263368391535,0.0,0.0,True,False
8712,1,0,1,0,0,8712,0.0,1,0,33.333333333333336,55.8528862280187,0.0,0.0,True,False
9000,1,1,16,0,9000,228,0.0,13,3,8.333333333333334,64.60018575824685,69.01,0.0,True,True
35928,1,1,28,0,35928,603,0.0,21,7,7.6923076923076925,60.6599861776849,63.71,0.0,True,True
3454740,1,0,2901,0,0,30672,0.0,1612,1289,1.0,60.53435305675614,2.38,0.0,True,False
845604,1,1,35,0,5976,49530,0.0,28,7,5.882352941176471,71.55164814971893,75.15,0.0,True,True
852,1,1,21,0,852,300,0.0,21,0,4.3478260869565215,40.8824924791083,0.0,0.0,True,True
108,1,1,4,0,108,30,0.0,2,2,50.0,11.370277041479683,58.04,0.0,True,True
75120,1,1,0,0,75120,0,0.0,0,0,33.333333333333336,20.41241452319315,50.0,0.0,True,True
384,1,1,3,0,384,124,0.0,2,1,33.333333333333336,54.2213727847854,75.59,0.0,True,True
600,1,1,0,0,600,0,0.0,0,0,50.0,38.18376618407357,77.0,0.0,True,True
1524708,1,2,6,0,803118,14634,0.0,4,2,25.0,57.48070806801183,24.57,0.0,True,True
540,1,1,41,0,540,4,0.0,41,0,2.3255813953488373,58.34919931297357,59.56,0.0,True,True
2395824,1,0,448,0,0,22215,0.0,212,236,2.380952380952381,82.0071209451611,0.0,0.0,True,False
504,1,1,90,0,504,70,0.0,41,49,6.666666666666667,88.43527425938888,92.1,0.0,True,False
756,1,1,40,0,756,112,0.0,27,13,4.761904761904762,55.3285465370704,56.69,0.0,True,True
276,1,1,1,0,276,0,0.0,1,0,33.333333333333336,55.61863776349316,0.0,0.0,True,True
763704,1,1,29,0,396,74424,0.0,24,5,4.545454545454546,46.8445208787926,49.08,0.0,True,True
468,1,1,48,0,468,309,0.0,36,12,3.125,46.50489221576585,43.0,0.0,True,True
1560,2,2,34,534,1266,918,0.0,33,1,3.0303030303030303,41.80016144669417,0.0,0.0,True,True
178920,1,0,131,0,0,4623,0.0,78,53,1.6666666666666667,76.26305090496535,4.7,0.0,True,False
192,1,1,23,0,192,17,0.0,23,0,4.0,58.99031615443332,55.7,0.0,True,True
624,1,1,3,0,624,172,0.83,3,0,20.0,65.6630626760586,21.58,0.83,True,True
12672,1,1,6,0,12672,662,0.0,6,0,12.5,68.56720644739728,76.07,0.0,True,True
2945388,1,0,1102,0,0,547065,0.0,596,506,1.8867924528301887,57.21947911826915,0.0,0.0,True,False
10296,1,1,3,0,10296,1488,0.0,3,0,20.0,73.67381828030906,85.39,0.0,True,True
3350268,1,0,273,0,0,453208,0.0,129,144,4.761904761904762,89.02193386758015,0.0,0.0,True,False
2011452,1,0,47,0,0,88490,0.0,25,22,5.882352941176471,78.38508854292601,0.0,0.0,True,False
336,1,1,27,0,312,156,0.0,20,7,6.666666666666667,48.34157803244188,42.2,0.0,True,True
948,1,1,221,0,948,290,0.0,188,33,1.0,25.080839300150927,25.4,0.0,True,True
1032,1,1,15,0,372,272,0.0,11,4,10.0,85.93476130181547,91.52,0.0,True,True
128880,1,0,54,0,0,13453,0.0,45,9,100.0,0.0,0.0,0.0,True,True
3687576,1,0,1292,0,0,2085553,0.0,727,565,1.0,17.10654845373548,0.0,0.0,True,False
289812,1,0,10,0,0,115922,0.0,7,3,20.0,87.86721572918992,0.0,0.0,True,False
732,1,1,7,0,732,661,0.0,6,1,14.285714285714286,66.36388314222042,75.67,0.0,True,True
6516,1,1,28,0,6516,449,0.0,23,5,5.882352941176471,43.75506827785783,44.92,0.0,True,True
828,1,1,8,0,828,541,0.0,7,1,16.666666666666668,44.73321733715712,53.38,0.0,True,True
15456,1,0,179,0,0,1534,0.0,107,72,50.0,67.88225099390856,0.0,0.0,True,True
12264,1,1,94,0,12264,27,0.0,70,24,1.6666666666666667,41.714177046499,39.36,0.0,True,True
1019292,1,1,7,0,1019292,117973,0.0,3,4,50.0,63.63961030678928,95.0,0.0,True,True
8856,1,0,220,0,0,1678,0.0,173,47,100.0,0.0,0.0,0.0,True,True
1476,1,1,8,0,1476,112,0.0,6,2,14.285714285714286,82.86174121476604,90.98,0.0,True,True
3663552,1,0,1998,0,0,234297,0.0,1118,880,1.0,60.22390472229443,0.0,0.0,True,False
3073248,1,0,506,0,0,32511,0.0,271,235,1.694915254237288,66.3644578783819,0.0,0.0,True,False
1331892,1,0,253,0,0,31283,0.0,128,125,2.702702702702702,78.38743309719722,0.0,0.0,True,False
3602616,1,0,1215,0,0,439426,0.0,671,544,1.0,32.137283643768015,0.0,0.0,True,False
770712,1,0,235,0,0,10806,0.0,120,115,3.333333333333333,74.37515019592678,16.0,0.0,True,False
1392,1,1,47,0,1392,1074,0.0,38,9,3.225806451612903,53.80775879417032,46.08,0.0,True,True
33600,1,1,6,0,33600,5134,0.0,4,2,20.0,57.00715305994503,63.3,0.0,True,True
2085360,1,1,370,0,1534656,127684,2.89,199,171,2.857142857142857,88.25463929529629,0.0,2.89,True,False
3632004,1,1,286,0,1532748,87742,0.0,136,150,3.225806451612903,78.46760597276288,0.0,0.0,True,False
468,1,1,2,0,468,186,0.0,1,1,100.0,0.0,100.0,0.0,True,True
2427228,1,1,1034,0,1536060,29784,0.0,560,474,1.2048192771084338,77.32285090637288,0.0,0.0,True,False
477612,1,0,101,0,0,48895,0.0,84,17,33.333333333333336,80.69450704147503,0.0,0.0,True,True
3521568,1,0,260,0,0,35924,0.0,137,123,4.3478260869565215,78.91699304525196,0.0,0.0,True,False
192468,1,1,13,0,3984,15781,0.0,10,3,9.090909090909092,78.57902779425888,83.9,0.0,True,False
996,1,1,5,0,432,297,0.0,3,2,25.0,83.67760931097399,97.45,0.0,True,True
3589764,1,0,3074,0,0,493930,0.0,1663,1411,1.0,36.07844647431483,0.0,0.0,True,False
7128,1,0,45,0,0,1546,0.0,38,7,100.0,0.0,0.0,0.0,True,True
7068,1,1,21,0,7068,1089,0.0,19,2,6.25,55.49613770344743,56.9,0.0,True,True
1103556,1,0,259,0,0,8328,0.0,125,134,4.545454545454546,87.69650703109299,0.0,0.0,True,False
18108,1,1,9,0,18108,4153,0.0,8,1,11.11111111111111,44.83492599401597,49.84,0.0,True,True
3057192,1,0,711,0,0,55795,0.0,391,320,1.3333333333333333,59.87642357389091,0.0,0.0,True,False
3692376,5,3,26041,122642,190664,771815,0.0,14158,11883,1.0,11.767693061938688,2.0,0.0,True,False
396,1,1,10,0,396,132,0.0,8,2,12.5,79.6369675464856,86.91,0.0,True,True
70104,1,0,323,0,0,2827,0.0,176,147,100.0,0.0,0.0,0.0,True,True
468,1,1,59,0,468,99,0.0,49,10,2.3255813953488373,32.4677637622447,33.78,0.0,True,True
80184,1,1,52,0,80184,5331,0.0,49,3,2.0408163265306123,31.16589387160789,31.36,0.0,True,True
2165580,1,1,5,0,2165580,297940,0.0,5,0,6.25,52.98632559443994,56.93,0.0,True,True
2989824,1,0,1045,0,0,19366,0.0,455,590,1.0,77.31311208326824,0.0,0.0,True,False
888,1,0,165,0,0,117,0.0,140,25,1.0,29.76003192202585,0.0,0.0,True,False
3554736,1,1,1148,0,1544832,214375,0.0,547,601,1.1111111111111112,67.88602760837048,0.0,0.0,True,False
2961516,1,0,91,0,0,33677,0.0,67,24,33.333333333333336,80.15708619121996,0.0,0.0,True,True
61272,1,1,60,0,13992,3562,0.0,47,13,3.703703703703704,67.24629456953993,69.46,0.0,True,True
96,1,1,10,0,96,38,0.0,7,3,16.666666666666668,50.65265606724555,40.8,0.0,True,True
0,1,0,0,0,0,0,0.0,0,0,33.333333333333336,50.55978309552629,3.0,0.0,True,False
32088,1,1,12,0,32088,784,0.0,11,1,12.5,78.09030669679817,85.18,0.0,True,True
1869936,1,1,361,0,1758840,16911,0.0,198,163,1.7857142857142858,76.9690093479187,77.96,0.0,True,True
17412,1,0,46,0,0,2772,0.0,37,9,50.0,70.4561196774276,0.0,0.0,True,True
1020,1,1,42,0,1020,540,0.0,35,7,3.8461538461538463,43.852067927732456,39.8,0.0,True,True
372,1,1,71,0,372,70,0.0,39,32,3.8461538461538463,63.79512237202416,64.52,0.0,True,False
325296,1,1,1,0,325296,72,0.0,1,0,33.333333333333336,66.03877093546386,86.71,0.0,True,True
276,1,1,21,0,276,64,0.0,15,6,12.5,57.64297181790682,60.14,0.0,True,True
852,1,1,89,0,852,35,0.0,63,26,1.9230769230769231,40.72095028738516,39.0,0.0,True,True
2618316,1,1,113,0,2618316,8101,0.0,61,52,5.882352941176471,84.68810903405922,88.02,0.0,True,True
355020,1,1,15,0,355020,230960,0.0,15,0,7.6923076923076925,88.79534689818624,92.93,0.0,True,True
61488,1,0,38,0,0,4162,0.0,31,7,100.0,0.0,0.0,0.0,True,True
0,1,0,0,0,0,0,0.0,0,0,100.0,0.0,0.0,0.0,True,False
176688,1,1,704,0,176688,10411,0.0,581,123,1.7241379310344829,27.8885876424328,19.86,0.0,True,True
14136,1,0,54,0,0,2095,0.0,48,6,100.0,0.0,0.0,0.0,True,True
1371048,1,0,677,0,0,13739,0.0,355,322,1.694915254237288,63.270447140477295,4.05,0.0,True,False
456,1,1,29,0,456,0,0.0,29,0,3.225806451612903,41.54472234639088,43.54,0.0,True,True
528,1,1,5,0,528,69,0.0,5,0,14.285714285714286,65.75779475794921,71.86,0.0,True,True
3466608,1,0,439,0,0,32942,0.88,234,205,2.2222222222222223,73.13424376522335,0.0,0.88,True,False
744,1,1,24,0,744,282,0.0,23,1,4.166666666666667,59.37444792725797,61.24,0.0,True,True
169080,1,0,43,0,0,4611,0.0,31,12,50.0,43.92547324730833,0.0,0.0,True,True
47472,1,1,26,0,804,2230,0.0,23,3,4.166666666666667,57.92062442112769,54.61,0.0,True,True
170328,1,2,508,0,99270,10874,0.0,414,94,2.631578947368421,21.477506838550887,4.38,0.0,True,True
192,1,1,4,0,192,69,0.0,2,2,33.333333333333336,58.09034744832111,79.37,0.0,True,True
3707796,24,15,9634,324188,435355,648324,1.98,5312,4322,1.0,17.873897168776598,0.0,1.98,True,False
168,1,1,123,0,120,52,0.0,91,32,1.2820512820512822,27.74375397482078,26.7,0.0,True,False
67704,2,1,68,48,2076,5871,0.0,60,8,33.333333333333336,81.27009823217064,0.0,0.0,True,True
2945136,1,0,51,0,0,176193,0.0,42,9,25.0,65.81135312391017,0.0,0.0,True,True
636,2,0,6,24,0,330,0.0,5,1,100.0,0.0,0.0,0.0,True,False
1188432,1,0,105,0,0,92684,0.0,56,49,11.11111111111111,72.36362629879123,0.0,0.0,True,False
3706992,1,0,1784,0,0,230112,0.0,985,799,1.0,33.85544860136989,2.0,0.0,True,False
1044,1,1,2,0,1044,126,0.0,2,0,33.333333333333336,40.70290734906619,50.1,0.0,True,True
113496,1,0,49,0,0,3099,0.0,38,11,50.0,43.92547324730833,0.0,0.0,True,True
1272,1,0,35,0,0,456,0.0,28,7,100.0,0.0,0.0,0.0,True,True
3223416,1,0,54,0,0,74618,0.0,46,8,33.333333333333336,38.01444769207273,0.0,0.0,True,True
2752716,1,0,1266,0,0,13598,0.0,550,716,1.0,76.7280242154064,0.0,0.0,True,False
93228,1,1,108,0,93228,2273,0.0,84,24,1.3157894736842106,21.187345652286734,16.31,0.0,True,True
10584,1,1,22,0,10584,385,0.0,19,3,5.555555555555555,80.81456331902339,84.0,0.0,True,True
2730636,5,5,55,36206,351208,500351,0.0,24,31,7.142857142857143,53.44797924818379,7.74,0.0,True,False
0,1,0,0,0,0,0,0.0,0,0,50.0,70.39955113493268,99.78,0.0,True,False
3713100,1,0,8011,0,0,584702,6.45,4422,3589,1.0,17.614408874554943,0.0,6.45,True,False
660,1,1,2,0,660,174,0.0,1,1,100.0,0.0,100.0,0.0,True,True
2220,1,0,12,0,0,820,0.0,7,5,100.0,0.0,100.0,0.0,True,False
16476,1,1,76,0,16476,1992,0.0,63,13,2.3255813953488373,59.15782186974173,60.27,0.0,True,True
2760,1,0,89,0,0,1018,0.0,66,23,100.0,0.0,0.0,0.0,True,True
576,1,1,2,0,576,330,0.0,2,0,25.0,61.96459715030834,76.45,0.0,True,True
264,1,1,3,0,264,108,0.0,2,1,33.333333333333336,78.710885312431,1.42,0.0,True,True
1668,1,1,39,0,1668,595,0.0,37,2,20.0,38.89348531566694,35.42,0.0,True,True
71352,1,0,40,0,0,3424,0.0,36,4,50.0,43.92547324730833,0.0,0.0,True,True
0,1,0,0,0,0,0,0.0,0,0,50.0,70.62582530491235,99.94,0.0,True,False
312,1,1,10,0,288,134,0.0,9,1,9.090909090909092,64.4060314792729,17.7,0.0,True,True
15504,1,1,26,0,15504,434,0.0,23,3,5.0,80.51660760364908,83.37,0.0,True,True
29364,1,1,23,0,29364,932,0.0,20,3,7.6923076923076925,37.230983788320096,21.91,0.0,True,True
74112,1,0,40,0,0,4518,0.0,36,4,50.0,43.92547324730833,0.0,0.0,True,True
7128,1,1,23,0,7128,463,0.0,20,3,5.2631578947368425,80.48273711600649,83.5,0.0,True,True
66444,1,1,77,0,66444,2692,0.0,59,18,2.857142857142857,42.59664138336328,36.16,0.0,True,True
1112952,1,1,52,0,1112952,60037,0.0,47,5,2.380952380952381,23.441165560977183,21.62,0.0,True,True
4308,3,1,7,2548,4308,2185,0.0,4,3,50.0,70.61168316928864,99.93,0.0,True,True
1032,1,1,50,0,1032,436,0.0,40,10,2.702702702702702,44.00909878281621,42.32,0.0,True,True
76200,1,0,42,0,0,3417,0.0,38,4,50.0,43.92547324730833,0.0,0.0,True,True
123048,1,0,51,0,0,4960,0.0,46,5,50.0,67.14685994147456,0.0,0.0,True,True
2087652,1,0,42,0,0,102432,0.0,33,9,50.0,70.35712472806148,0.0,0.0,True,True
78252,1,0,35,0,0,3206,0.0,34,1,50.0,43.92547324730833,0.0,0.0,True,True
23304,1,1,24,0,23304,873,0.0,20,4,8.333333333333334,73.93449014724679,78.79,0.0,True,True
1044,1,1,29,0,1044,511,0.0,29,0,3.4482758620689653,71.49277409833715,73.23,0.0,True,True
3145344,1,1,1552,0,3145344,60200,5.69,833,719,1.098901098901099,66.98294385985038,67.35,5.69,True,False
14916,1,1,2,0,14916,420,0.0,2,0,25.0,75.2906587831452,7.13,0.0,True,True
300,1,1,5,0,300,60,0.0,4,1,20.0,64.25254780940597,74.86,0.0,True,True
3730956,1,0,2498,0,0,863349,0.0,1494,1004,1.0,11.274400205775914,0.0,0.0,True,False
5124,1,1,79,0,5124,814,0.0,69,10,1.5384615384615383,44.33565434448721,43.3,0.0,True,True
7404,1,0,247,0,0,1965,0.0,141,106,100.0,0.0,0.0,0.0,True,True
276,1,1,26,0,84,32,0.0,17,9,7.6923076923076925,63.07600214149471,65.49,0.0,True,True
223860,3,2,599,14960,123654,11035,0.0,419,180,1.0,19.24836096918384,13.64,0.0,True,True
309972,5,3,664,16728,119644,11848,0.0,442,222,1.0,33.09093380368709,32.19,0.0,True,True
396324,3,2,628,14820,209712,10541,0.0,438,190,1.0,25.372329416117875,22.57,0.0,True,True
921492,3,2,18,288856,462048,512752,84.39,12,6,11.11111111111111,78.23144132068072,0.0,84.39,True,True
12096,1,1,19,0,12096,1024,0.0,17,2,6.666666666666667,87.74573038045784,91.4,0.0,True,True
612,1,1,43,0,612,367,0.0,41,2,2.380952380952381,32.91411920220779,32.02,0.0,True,True
88800,1,0,54,0,0,4483,0.0,49,5,50.0,43.92547324730833,0.0,0.0,True,True
504,1,1,121,0,276,100,0.0,56,65,4.0,71.21298055832236,72.99,0.0,True,True
1378524,1,1,63,0,1289220,82175,0.0,39,24,4.3478260869565215,68.81084937206013,0.0,0.0,True,True
29412,1,0,29,0,0,8556,0.0,26,3,100.0,0.0,0.0,0.0,True,True
19788,1,1,41,0,19788,1648,0.0,40,1,5.2631578947368425,35.42571389913205,36.03,0.0,True,True
3741528,5,1,2972,6662,45468,38086,0.0,1634,1338,1.0,62.88730635032797,0.0,0.0,True,False
26388,1,1,22,0,26388,1807,0.0,21,1,4.761904761904762,76.05468427388284,78.7,0.0,True,True
22008,1,0,38,0,0,2538,0.0,35,3,50.0,43.92547324730833,0.0,0.0,True,True
504,1,1,38,0,504,210,0.0,38,0,2.5641025641025643,49.84388006051675,50.47,0.0,True,True
3510072,1,0,840,0,0,50918,4.13,464,376,1.4285714285714286,73.93427795781099,0.0,4.13,True,False
16344,1,0,67,0,0,2581,0.0,60,7,100.0,0.0,0.0,0.0,True,True
85104,1,0,54,0,0,2922,0.0,41,13,50.0,43.92547324730833,0.0,0.0,True,True
32736,1,0,50,0,0,1549,0.0,39,11,50.0,43.92547324730833,0.0,0.0,True,True
228,1,1,0,0,228,0,0.0,0,0,50.0,39.59797974644666,78.0,0.0,True,True
31368,1,0,50,0,0,1332,0.0,36,14,50.0,43.92547324730833,0.0,0.0,True,True
3544728,1,0,1662,0,0,259812,31.0,934,728,1.0101010101010102,41.001648759654806,0.0,31.0,True,False
2597460,1,0,54,0,0,145469,0.0,37,17,25.0,65.6290118773702,0.0,0.0,True,True
5592,1,1,34,0,5592,904,0.0,33,1,25.0,42.95486351974593,22.83,0.0,True,True
2208,1,1,20,0,2208,388,0.0,15,5,9.090909090909092,60.53840479022762,66.68,0.0,True,True
679860,1,10,459,0,423362,239079,0.0,446,13,12.5,93.415826282274,99.88,0.0,True,True
732,1,1,65,0,732,234,0.0,57,8,1.818181818181818,53.75623583277661,54.86,0.0,True,True
137148,1,2,14,0,17724,25662,0.0,6,8,25.0,79.41971921380734,4.78,0.0,True,False
57204,1,0,304,0,0,3802,0.0,235,69,100.0,0.0,0.0,0.0,True,True
108,1,1,2,0,108,0,0.0,2,0,25.0,49.21989841517351,60.16,0.0,True,True
396,1,1,2,0,396,246,0.0,2,0,25.0,53.8320833704214,65.51,0.0,True,True
3751668,1,0,3382,0,0,507756,0.0,1976,1406,1.0,18.30208184879524,2.75,0.0,True,False
45492,1,1,9,0,45492,2237,0.0,9,0,10.0,55.28770839888374,60.81,0.0,True,True
2064,1,1,60,0,2064,1721,0.0,54,6,1.851851851851852,20.90613670317526,22.46,0.0,True,True
636,1,1,125,0,636,45,0.0,115,10,1.0,37.34558742341588,32.07,0.0,True,True
50376,1,0,177,0,0,1436,0.0,107,70,100.0,0.0100000000000051,0.0,0.0,True,True
1608,1,1,363,0,1608,343,0.9,180,183,1.1764705882352942,40.85549793803408,41.47,0.9,True,True
2704260,1,1,262,0,2704260,32815,0.0,130,132,2.702702702702702,77.35182792787627,78.93,0.0,True,True
1548,1,1,67,0,1548,66,0.0,55,12,1.96078431372549,39.98988727558167,33.6,0.0,True,True
3160932,1,0,740,0,0,36394,0.0,409,331,1.492537313432836,70.93434230265653,0.0,0.0,True,False
1356,1,1,3,0,1356,300,0.0,3,0,33.333333333333336,79.62820752304633,98.34,0.0,True,True
54180,1,1,0,0,54180,0,0.0,0,0,100.0,0.0,100.0,0.0,True,True
52776,1,0,63,0,0,6080,0.0,33,30,5.555555555555555,80.1454330160698,0.0,0.0,True,False
1956,1,1,17,0,1956,736,0.0,16,1,6.666666666666667,53.65563344141973,46.75,0.0,True,True
1692,1,2,36,0,1620,646,0.0,30,6,4.166666666666667,72.27403614023504,74.55,0.0,True,True
1920,1,1,2,0,1920,0,0.0,2,0,25.0,60.08458704193613,74.8,0.0,True,True
132,1,1,3,0,132,0,0.0,3,0,20.0,53.243758319637806,59.43,0.0,True,True
924,1,0,96,0,0,158,0.0,62,34,50.0,67.81154621449065,0.0,0.0,True,False
384,1,1,37,0,324,128,0.0,24,13,4.3478260869565215,44.58804601937707,45.2,0.0,True,True
5604,1,0,264,0,0,1572,0.0,201,63,100.0,0.0,0.0,0.0,True,True
58080,1,0,243,0,0,1650,0.0,144,99,50.0,70.68946526887865,0.0,0.0,True,True
60,1,1,13,0,60,0,0.0,13,0,6.666666666666667,50.287705588278094,43.2,0.0,True,True
3331500,1,1,16,0,276,1457507,0.0,10,6,33.333333333333336,55.18674901338787,76.48,0.0,True,True
567300,1,1,16,0,567300,2807,0.0,16,0,6.666666666666667,91.25380832235624,94.81,0.0,True,True
1224,1,1,60,0,348,225,0.0,52,8,1.851851851851852,30.83592085238925,29.44,0.0,True,True
16428,1,1,36,0,16428,1158,0.0,35,1,33.333333333333336,48.58568753587145,21.1,0.0,True,True
2196,1,1,9,0,2196,778,0.0,5,4,16.666666666666668,83.40300194437447,92.72,0.0,True,True
1092,1,1,51,0,1092,380,50.0,35,16,3.571428571428572,53.511228861667085,6.41,50.0,True,True
831132,1,0,93,0,0,70583,0.0,41,52,6.25,72.28140078886129,0.0,0.0,True,False
64416,1,1,15,0,64416,3244,0.0,15,0,7.142857142857143,60.30705170802404,63.75,0.0,True,True
3602400,1,0,1156,0,0,267183,0.0,646,510,1.2048192771084338,49.27903688084431,0.0,0.0,True,False
5124,1,1,6,0,5124,3846,0.0,6,0,12.5,83.27836753923555,90.32,0.0,True,True
228396,1,1,25,0,228396,9240,0.0,21,4,5.2631578947368425,24.335781972448025,24.68,0.0,True,True
2196,2,1,48,1098,2196,1059,0.0,46,2,2.083333333333333,34.84925298099421,34.43,0.0,True,True
19452,1,1,22,0,19452,476,0.0,17,5,7.6923076923076925,20.510077448002896,2.13,0.0,True,True
3764208,1,0,891,0,0,1533453,0.0,481,410,1.0,24.758146134151467,0.0,0.0,True,False
39012,1,1,21,0,39012,854,0.0,18,3,6.666666666666667,73.89981799706949,77.74,0.0,True,True
